Price,Adj Close,Close,High,Low,Open,Volume
Ticker,TQQQ,TQQQ,TQQQ,TQQQ,TQQQ,TQQQ
Date,,,,,,
2010-02-11,0.41383352875709534,0.4325520098209381,0.43489599227905273,0.4055730104446411,0.40687501430511475,3456000
2010-02-12,0.415527880191803,0.4343230128288269,0.4380730092525482,0.4183329939842224,0.4207809865474701,8601600
2010-02-16,0.4316228926181793,0.4511460065841675,0.45218798518180847,0.43755200505256653,0.44453099370002747,9619200
2010-02-17,0.43894752860069275,0.4588020145893097,0.45890599489212036,0.450313001871109,0.4571880102157593,19180800
2010-02-18,0.44726914167404175,0.4675000011920929,0.47025999426841736,0.4555729925632477,0.45833298563957214,38860800
2010-02-19,0.44726914167404175,0.4675000011920929,0.4735940098762512,0.4607810080051422,0.4643230140209198,46483200
2010-02-22,0.44413018226623535,0.46421900391578674,0.473021000623703,0.4589579999446869,0.473021000623703,25497600
2010-02-23,0.4267895221710205,0.44609400629997253,0.4641669988632202,0.4399479925632477,0.461667001247406,41126400
2010-02-24,0.4396948516368866,0.45958301424980164,0.4648439884185791,0.4515100121498108,0.45395800471305847,35308800
2010-02-25,0.4394460618495941,0.459322988986969,0.46244800090789795,0.43599000573158264,0.44489601254463196,45619200
2010-02-26,0.4449270963668823,0.4650520086288452,0.4669789969921112,0.45343801379203796,0.4579690098762512,28800000
2010-03-01,0.4640118479728699,0.48500001430511475,0.48697900772094727,0.4709379971027374,0.4709379971027374,14227200
2010-03-02,0.466802716255188,0.4879170060157776,0.4984380006790161,0.48661500215530396,0.48927098512649536,24211200
2010-03-03,0.46939343214035034,0.4906249940395355,0.497655987739563,0.48588499426841736,0.49338498711586,23980800
2010-03-04,0.4745759963989258,0.49604201316833496,0.49671900272369385,0.48468801379203796,0.4923439919948578,14726400
2010-03-05,0.49555426836013794,0.517969012260437,0.5202599763870239,0.5039060115814209,0.5066149830818176,13440000
2010-03-08,0.4981948137283325,0.5207290053367615,0.5244789719581604,0.5184379816055298,0.5184379816055298,12672000
2010-03-09,0.5070147514343262,0.5299479961395264,0.5380730032920837,0.5174480080604553,0.517865002155304,23212800
2010-03-10,0.5194225311279297,0.542917013168335,0.5461459755897522,0.5303130149841309,0.5306770205497742,20044800
2010-03-11,0.5242060422897339,0.5479170083999634,0.5486980080604553,0.5360419750213623,0.5396350026130676,26956800
2010-03-12,0.5254019498825073,0.5491669774055481,0.553957998752594,0.542864978313446,0.553957998752594,18067200
2010-03-15,0.5218640565872192,0.5454689860343933,0.549219012260437,0.5338540077209473,0.5455210208892822,21196800
